key,rule,severity,component,project,line,message,effort,debt,author,tags,creationDate,updateDate,type,scope,status
AZcc3M6UE4d396A7IEHU,java:S5542,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,63,Use another cipher mode or disable padding.,20min,20min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3M6UE4d396A7IEHV,java:S5547,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,63,Use a strong cipher algorithm.,15min,15min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3M6UE4d396A7IEHS,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,93,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7IEHQ,java:S1192,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,112,"Define a constant instead of duplicating this literal ""Problem executing crypto - javax.crypto.Cipher.getInstance(java.lang.String,java.security.Provider) Test Case"" 6 times.",14min,14min,dave.wichers@ey.com,design,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEHW,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,153,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEHX,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01480.java,benchmarkjava,169,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICUK,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01481.java,benchmarkjava,95,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICUJ,java:S1192,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01481.java,benchmarkjava,114,"Define a constant instead of duplicating this literal ""Problem executing crypto - javax.crypto.Cipher.getInstance(java.lang.String) Test Case"" 6 times.",14min,14min,dave.wichers@ey.com,design,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICUP,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01481.java,benchmarkjava,154,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICUO,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01481.java,benchmarkjava,155,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDsg,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01482.java,benchmarkjava,95,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7IDsf,java:S1192,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01482.java,benchmarkjava,114,"Define a constant instead of duplicating this literal ""Problem executing crypto - javax.crypto.Cipher.getInstance(java.lang.String) Test Case"" 6 times.",14min,14min,dave.wichers@ey.com,design,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDsj,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01482.java,benchmarkjava,154,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDsi,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01482.java,benchmarkjava,155,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID_X,java:S5542,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,62,Use another cipher mode or disable padding.,20min,20min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3M6UE4d396A7ID_Y,java:S5547,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,62,Use a strong cipher algorithm.,15min,15min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3M6UE4d396A7ID_V,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,91,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7ID_U,java:S1192,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,110,"Define a constant instead of duplicating this literal ""Problem executing crypto - javax.crypto.Cipher.getInstance(java.lang.String,java.security.Provider) Test Case"" 7 times.",16min,16min,dave.wichers@ey.com,design,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID_a,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,157,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID_Z,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01483.java,benchmarkjava,158,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICl5,java:S5542,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,62,Use another cipher mode or disable padding.,20min,20min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3KdyE4d396A7ICl6,java:S5547,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,62,Use a strong cipher algorithm.,15min,15min,dave.wichers@ey.com,"cwe, owasp-a3, owasp-a6, owasp-m5, privacy, sans-top25-porous",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,VULNERABILITY,MAIN,OPEN
AZcc3KdyE4d396A7ICl3,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,91,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICl2,java:S1192,CRITICAL,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,110,"Define a constant instead of duplicating this literal ""Problem executing crypto - javax.crypto.Cipher.getInstance(java.lang.String,java.security.Provider) Test Case"" 7 times.",16min,16min,dave.wichers@ey.com,design,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICl8,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,157,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICl7,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01484.java,benchmarkjava,158,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBgL,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01485.java,benchmarkjava,77,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3JPfE4d396A7IBgN,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01485.java,benchmarkjava,113,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBgM,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01485.java,benchmarkjava,114,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDAY,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01486.java,benchmarkjava,91,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3LsZE4d396A7IDAd,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01486.java,benchmarkjava,123,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDAc,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01486.java,benchmarkjava,124,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICjB,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01487.java,benchmarkjava,84,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3KdyE4d396A7ICjF,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01487.java,benchmarkjava,115,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICjE,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01487.java,benchmarkjava,116,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEEo,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01488.java,benchmarkjava,84,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7IEEq,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01488.java,benchmarkjava,115,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IEEp,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01488.java,benchmarkjava,116,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDuU,java:S2095,BLOCKER,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01489.java,benchmarkjava,83,"Use try-with-resources or close this ""FileWriter"" in a ""finally"" clause.",5min,5min,dave.wichers@ey.com,"cert, cwe, denial-of-service, leak",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,BUG,MAIN,OPEN
AZcc3M6UE4d396A7IDuY,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01489.java,benchmarkjava,114,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDuX,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01489.java,benchmarkjava,115,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDyw,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01490.java,benchmarkjava,65,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDy0,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01490.java,benchmarkjava,103,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDyz,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01490.java,benchmarkjava,104,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICSu,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01491.java,benchmarkjava,64,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICSx,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01491.java,benchmarkjava,102,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICSy,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01491.java,benchmarkjava,118,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBs_,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01492.java,benchmarkjava,64,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBtC,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01492.java,benchmarkjava,102,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBtB,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01492.java,benchmarkjava,103,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDLW,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01493.java,benchmarkjava,71,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDLV,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01493.java,benchmarkjava,72,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBUO,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01494.java,benchmarkjava,70,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBUN,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01494.java,benchmarkjava,71,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDeC,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01495.java,benchmarkjava,92,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7IDeB,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01495.java,benchmarkjava,93,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBvW,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01496.java,benchmarkjava,82,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IBvV,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01496.java,benchmarkjava,83,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICx9,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01497.java,benchmarkjava,79,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7ICx8,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01497.java,benchmarkjava,80,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID-1,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01498.java,benchmarkjava,75,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3M6UE4d396A7ID-2,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01498.java,benchmarkjava,81,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB_f,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01499.java,benchmarkjava,79,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3JPfE4d396A7IB_e,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01499.java,benchmarkjava,80,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBS1,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01500.java,benchmarkjava,90,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3B5eE4d396A7IBS0,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01500.java,benchmarkjava,91,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDIC,java:S1905,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01501.java,benchmarkjava,67,"Remove this unnecessary cast to ""SearchResult"".",5min,5min,dave.wichers@ey.com,"clumsy, redundant",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDIF,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01501.java,benchmarkjava,105,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3LsZE4d396A7IDIE,java:S1130,MINOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01501.java,benchmarkjava,106,"Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.",5min,5min,dave.wichers@ey.com,"clumsy, error-handling, redundant, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICjl,java:S1172,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01502.java,benchmarkjava,102,"Remove this unused method parameter ""request"".",5min,5min,dave.wichers@ey.com,"cert, unused",2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
AZcc3KdyE4d396A7ICjm,java:S2129,MAJOR,benchmarkjava:src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01502.java,benchmarkjava,118,"Remove this ""String"" constructor",5min,5min,dave.wichers@ey.com,performance,2021-04-22T16:36:27+0000,2025-05-29T16:18:00+0000,CODE_SMELL,MAIN,OPEN
