bug_type,category,priority,message,class,source_path,start_line,end_line
HTTPONLY_COOKIE,SECURITY,2,Cookie without the HttpOnly flag could be read by a malicious script in the browser,org.owasp.benchmark.testcode.BenchmarkTest00114,org/owasp/benchmark/testcode/BenchmarkTest00114.java,28,85
SQL_INJECTION_JDBC,SECURITY,1,This use of java/sql/Statement.executeUpdate(Ljava/lang/String;[I)I can be vulnerable to SQL injection (with JDBC),org.owasp.benchmark.testcode.BenchmarkTest00114,org/owasp/benchmark/testcode/BenchmarkTest00114.java,28,85
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,SECURITY,1,"org.owasp.benchmark.testcode.BenchmarkTest00114.doPost(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement",org.owasp.benchmark.testcode.BenchmarkTest00114,org/owasp/benchmark/testcode/BenchmarkTest00114.java,28,85
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00115,org/owasp/benchmark/testcode/BenchmarkTest00115.java,28,85
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00115,org/owasp/benchmark/testcode/BenchmarkTest00115.java,28,85
HTTPONLY_COOKIE,SECURITY,2,Cookie without the HttpOnly flag could be read by a malicious script in the browser,org.owasp.benchmark.testcode.BenchmarkTest00115,org/owasp/benchmark/testcode/BenchmarkTest00115.java,28,85
SQL_INJECTION_JDBC,SECURITY,1,This use of java/sql/Statement.executeUpdate(Ljava/lang/String;[Ljava/lang/String;)I can be vulnerable to SQL injection (with JDBC),org.owasp.benchmark.testcode.BenchmarkTest00115,org/owasp/benchmark/testcode/BenchmarkTest00115.java,28,85
SQL_NONCONSTANT_STRING_PASSED_TO_EXECUTE,SECURITY,1,"org.owasp.benchmark.testcode.BenchmarkTest00115.doPost(HttpServletRequest, HttpServletResponse) passes a nonconstant String to an execute or addBatch method on an SQL statement",org.owasp.benchmark.testcode.BenchmarkTest00115,org/owasp/benchmark/testcode/BenchmarkTest00115.java,28,85
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00116,org/owasp/benchmark/testcode/BenchmarkTest00116.java,28,109
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00116,org/owasp/benchmark/testcode/BenchmarkTest00116.java,28,109
HTTPONLY_COOKIE,SECURITY,2,Cookie without the HttpOnly flag could be read by a malicious script in the browser,org.owasp.benchmark.testcode.BenchmarkTest00116,org/owasp/benchmark/testcode/BenchmarkTest00116.java,28,109
XPATH_INJECTION,SECURITY,1,This use of javax/xml/xpath/XPath.compile(Ljava/lang/String;)Ljavax/xml/xpath/XPathExpression; can be vulnerable to XPath Injection,org.owasp.benchmark.testcode.BenchmarkTest00116,org/owasp/benchmark/testcode/BenchmarkTest00116.java,28,109
XSS_SERVLET,SECURITY,2,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00116,org/owasp/benchmark/testcode/BenchmarkTest00116.java,28,109
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00117,org/owasp/benchmark/testcode/BenchmarkTest00117.java,28,108
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00117,org/owasp/benchmark/testcode/BenchmarkTest00117.java,28,108
HTTPONLY_COOKIE,SECURITY,2,Cookie without the HttpOnly flag could be read by a malicious script in the browser,org.owasp.benchmark.testcode.BenchmarkTest00117,org/owasp/benchmark/testcode/BenchmarkTest00117.java,28,108
XPATH_INJECTION,SECURITY,1,This use of javax/xml/xpath/XPath.compile(Ljava/lang/String;)Ljavax/xml/xpath/XPathExpression; can be vulnerable to XPath Injection,org.owasp.benchmark.testcode.BenchmarkTest00117,org/owasp/benchmark/testcode/BenchmarkTest00117.java,28,108
XSS_SERVLET,SECURITY,2,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00117,org/owasp/benchmark/testcode/BenchmarkTest00117.java,28,108
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00118,org/owasp/benchmark/testcode/BenchmarkTest00118.java,28,101
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00118,org/owasp/benchmark/testcode/BenchmarkTest00118.java,28,101
HTTPONLY_COOKIE,SECURITY,2,Cookie without the HttpOnly flag could be read by a malicious script in the browser,org.owasp.benchmark.testcode.BenchmarkTest00118,org/owasp/benchmark/testcode/BenchmarkTest00118.java,28,101
XPATH_INJECTION,SECURITY,1,This use of javax/xml/xpath/XPath.evaluate(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/String; can be vulnerable to XPath Injection,org.owasp.benchmark.testcode.BenchmarkTest00118,org/owasp/benchmark/testcode/BenchmarkTest00118.java,28,101
XSS_SERVLET,SECURITY,2,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00118,org/owasp/benchmark/testcode/BenchmarkTest00118.java,28,101
CIPHER_INTEGRITY,SECURITY,1,The cipher does not provide data integrity,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
STATIC_IV,SECURITY,2,The initialization vector (IV) is not properly generated,org.owasp.benchmark.testcode.BenchmarkTest00119,org/owasp/benchmark/testcode/BenchmarkTest00119.java,28,172
CIPHER_INTEGRITY,SECURITY,1,The cipher does not provide data integrity,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
STATIC_IV,SECURITY,2,The initialization vector (IV) is not properly generated,org.owasp.benchmark.testcode.BenchmarkTest00120,org/owasp/benchmark/testcode/BenchmarkTest00120.java,28,156
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00121,org/owasp/benchmark/testcode/BenchmarkTest00121.java,28,163
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00121,org/owasp/benchmark/testcode/BenchmarkTest00121.java,28,163
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00121,org/owasp/benchmark/testcode/BenchmarkTest00121.java,28,163
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00122,org/owasp/benchmark/testcode/BenchmarkTest00122.java,28,153
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00122,org/owasp/benchmark/testcode/BenchmarkTest00122.java,28,153
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00122,org/owasp/benchmark/testcode/BenchmarkTest00122.java,28,153
CIPHER_INTEGRITY,SECURITY,1,The cipher does not provide data integrity,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
PADDING_ORACLE,SECURITY,1,The cipher is susceptible to padding oracle attacks,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
STATIC_IV,SECURITY,2,The initialization vector (IV) is not properly generated,org.owasp.benchmark.testcode.BenchmarkTest00123,org/owasp/benchmark/testcode/BenchmarkTest00123.java,28,122
CIPHER_INTEGRITY,SECURITY,1,The cipher does not provide data integrity,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
PADDING_ORACLE,SECURITY,1,The cipher is susceptible to padding oracle attacks,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
STATIC_IV,SECURITY,2,The initialization vector (IV) is not properly generated,org.owasp.benchmark.testcode.BenchmarkTest00124,org/owasp/benchmark/testcode/BenchmarkTest00124.java,28,127
CIPHER_INTEGRITY,SECURITY,1,The cipher does not provide data integrity,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
DES_USAGE,SECURITY,2,DES should be replaced with AES,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
PADDING_ORACLE,SECURITY,1,The cipher is susceptible to padding oracle attacks,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
STATIC_IV,SECURITY,2,The initialization vector (IV) is not properly generated,org.owasp.benchmark.testcode.BenchmarkTest00125,org/owasp/benchmark/testcode/BenchmarkTest00125.java,28,122
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00126,org/owasp/benchmark/testcode/BenchmarkTest00126.java,28,124
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00126,org/owasp/benchmark/testcode/BenchmarkTest00126.java,28,124
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00126,org/owasp/benchmark/testcode/BenchmarkTest00126.java,28,124
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00127,org/owasp/benchmark/testcode/BenchmarkTest00127.java,28,133
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00127,org/owasp/benchmark/testcode/BenchmarkTest00127.java,28,133
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00127,org/owasp/benchmark/testcode/BenchmarkTest00127.java,28,133
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00128,org/owasp/benchmark/testcode/BenchmarkTest00128.java,28,128
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00128,org/owasp/benchmark/testcode/BenchmarkTest00128.java,28,128
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00128,org/owasp/benchmark/testcode/BenchmarkTest00128.java,28,128
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00129,org/owasp/benchmark/testcode/BenchmarkTest00129.java,28,123
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00129,org/owasp/benchmark/testcode/BenchmarkTest00129.java,28,123
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00129,org/owasp/benchmark/testcode/BenchmarkTest00129.java,28,123
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00130,org/owasp/benchmark/testcode/BenchmarkTest00130.java,28,142
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00130,org/owasp/benchmark/testcode/BenchmarkTest00130.java,28,142
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00130,org/owasp/benchmark/testcode/BenchmarkTest00130.java,28,142
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00131,org/owasp/benchmark/testcode/BenchmarkTest00131.java,28,87
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00131,org/owasp/benchmark/testcode/BenchmarkTest00131.java,28,87
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00131,org/owasp/benchmark/testcode/BenchmarkTest00131.java,28,87
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00132,org/owasp/benchmark/testcode/BenchmarkTest00132.java,28,110
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00132,org/owasp/benchmark/testcode/BenchmarkTest00132.java,28,110
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00132,org/owasp/benchmark/testcode/BenchmarkTest00132.java,28,110
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/io/FileInputStream.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00133,org/owasp/benchmark/testcode/BenchmarkTest00133.java,28,86
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00133,org/owasp/benchmark/testcode/BenchmarkTest00133.java,28,86
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00133,org/owasp/benchmark/testcode/BenchmarkTest00133.java,28,86
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/io/FileInputStream.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00134,org/owasp/benchmark/testcode/BenchmarkTest00134.java,28,84
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00134,org/owasp/benchmark/testcode/BenchmarkTest00134.java,28,84
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00134,org/owasp/benchmark/testcode/BenchmarkTest00134.java,28,84
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/io/FileInputStream.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00135,org/owasp/benchmark/testcode/BenchmarkTest00135.java,28,93
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00135,org/owasp/benchmark/testcode/BenchmarkTest00135.java,28,93
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00135,org/owasp/benchmark/testcode/BenchmarkTest00135.java,28,93
PATH_TRAVERSAL_OUT,SECURITY,1,This API (java/io/FileOutputStream.<init>(Ljava/lang/String;Z)V) writes to a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00136,org/owasp/benchmark/testcode/BenchmarkTest00136.java,28,97
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00136,org/owasp/benchmark/testcode/BenchmarkTest00136.java,28,97
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00136,org/owasp/benchmark/testcode/BenchmarkTest00136.java,28,97
PATH_TRAVERSAL_IN,SECURITY,1,This API (java/nio/file/Paths.get(Ljava/lang/String;[Ljava/lang/String;)Ljava/nio/file/Path;) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00137,org/owasp/benchmark/testcode/BenchmarkTest00137.java,28,95
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00137,org/owasp/benchmark/testcode/BenchmarkTest00137.java,28,95
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00137,org/owasp/benchmark/testcode/BenchmarkTest00137.java,28,95
LDAP_INJECTION,SECURITY,1,This use of javax/naming/directory/InitialDirContext.search(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/Object;Ljavax/naming/directory/SearchControls;)Ljavax/naming/NamingEnumeration; can be vulnerable to LDAP injection,org.owasp.benchmark.testcode.BenchmarkTest00138,org/owasp/benchmark/testcode/BenchmarkTest00138.java,28,109
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00138,org/owasp/benchmark/testcode/BenchmarkTest00138.java,28,109
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00138,org/owasp/benchmark/testcode/BenchmarkTest00138.java,28,109
XSS_SERVLET,SECURITY,2,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00138,org/owasp/benchmark/testcode/BenchmarkTest00138.java,28,109
LDAP_INJECTION,SECURITY,2,This use of javax/naming/directory/InitialDirContext.search(Ljava/lang/String;Ljava/lang/String;Ljavax/naming/directory/SearchControls;)Ljavax/naming/NamingEnumeration; can be vulnerable to LDAP injection,org.owasp.benchmark.testcode.BenchmarkTest00139,org/owasp/benchmark/testcode/BenchmarkTest00139.java,28,125
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00139,org/owasp/benchmark/testcode/BenchmarkTest00139.java,28,125
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00139,org/owasp/benchmark/testcode/BenchmarkTest00139.java,28,125
XSS_SERVLET,SECURITY,2,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00139,org/owasp/benchmark/testcode/BenchmarkTest00139.java,28,125
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
COOKIE_USAGE,SECURITY,3,Sensitive data may be stored by the application in a cookie,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
PREDICTABLE_RANDOM,SECURITY,2,This random generator (java.lang.Math.random()) is predictable,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
XSS_SERVLET,SECURITY,1,This use of java/io/PrintWriter.println(Ljava/lang/String;)V could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00140,org/owasp/benchmark/testcode/BenchmarkTest00140.java,28,111
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00141,org/owasp/benchmark/testcode/BenchmarkTest00141.java,28,119
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00141,org/owasp/benchmark/testcode/BenchmarkTest00141.java,28,119
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00141,org/owasp/benchmark/testcode/BenchmarkTest00141.java,28,119
WEAK_MESSAGE_DIGEST_SHA1,SECURITY,2,This API SHA1 (SHA-1) is not a recommended cryptographic hash function,org.owasp.benchmark.testcode.BenchmarkTest00141,org/owasp/benchmark/testcode/BenchmarkTest00141.java,28,119
WEAK_MESSAGE_DIGEST_SHA1,SECURITY,2,This API SHA1 (SHA-1) is not a recommended cryptographic hash function,org.owasp.benchmark.testcode.BenchmarkTest00141,org/owasp/benchmark/testcode/BenchmarkTest00141.java,28,119
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00142,org/owasp/benchmark/testcode/BenchmarkTest00142.java,28,106
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00142,org/owasp/benchmark/testcode/BenchmarkTest00142.java,28,106
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00142,org/owasp/benchmark/testcode/BenchmarkTest00142.java,28,106
PATH_TRAVERSAL_IN,SECURITY,2,This API (java/io/File.<init>(Ljava/lang/String;)V) reads a file whose location might be specified by user input,org.owasp.benchmark.testcode.BenchmarkTest00143,org/owasp/benchmark/testcode/BenchmarkTest00143.java,28,124
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00143,org/owasp/benchmark/testcode/BenchmarkTest00143.java,28,124
SERVLET_HEADER,SECURITY,3,Request header can easily be altered by the client,org.owasp.benchmark.testcode.BenchmarkTest00143,org/owasp/benchmark/testcode/BenchmarkTest00143.java,28,124
SERVLET_HEADER_REFERER,SECURITY,3,"The header ""Referer"" can easily be spoofed by the client",org.owasp.benchmark.testcode.BenchmarkTest00144,org/owasp/benchmark/testcode/BenchmarkTest00144.java,28,66
SERVLET_HEADER_REFERER,SECURITY,3,"The header ""Referer"" can easily be spoofed by the client",org.owasp.benchmark.testcode.BenchmarkTest00144,org/owasp/benchmark/testcode/BenchmarkTest00144.java,28,66
XSS_SERVLET,SECURITY,1,This use of java/io/PrintWriter.format(Ljava/util/Locale;Ljava/lang/String;[Ljava/lang/Object;)Ljava/io/PrintWriter; could be vulnerable to XSS in the Servlet,org.owasp.benchmark.testcode.BenchmarkTest00144,org/owasp/benchmark/testcode/BenchmarkTest00144.java,28,66
SERVLET_HEADER_REFERER,SECURITY,3,"The header ""Referer"" can easily be spoofed by the client",org.owasp.benchmark.testcode.BenchmarkTest00145,org/owasp/benchmark/testcode/BenchmarkTest00145.java,28,61
