pluginid,alert,riskcode,riskdesc,uri,method,param,attack,evidence
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00021?BenchmarkTest00021=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00044.html?BenchmarkTest00044=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00138.html?BenchmarkTest00138=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00139.html?BenchmarkTest00139=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00367.html?BenchmarkTest00367=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00367?BenchmarkTest00367=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00530.html?BenchmarkTest00530=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00630.html?BenchmarkTest00630=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00694.html?BenchmarkTest00694=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00694?BenchmarkTest00694=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00695.html?BenchmarkTest00695=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00701.html?BenchmarkTest00701=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00860.html?BenchmarkTest00860=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00861.html?BenchmarkTest00861=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00947,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00948,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest00959,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01023.html?BenchmarkTest01023=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01024.html?BenchmarkTest01024=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01154.html?BenchmarkTest01154=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01241.html?BenchmarkTest01241=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01242.html?BenchmarkTest01242=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01243.html?BenchmarkTest01243=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01243?BenchmarkTest01243=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01326.html?BenchmarkTest01326=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01327.html?BenchmarkTest01327=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01402.html?BenchmarkTest01402=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01490.html?BenchmarkTest01490=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01491.html?BenchmarkTest01491=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01491?BenchmarkTest01491=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01492.html?BenchmarkTest01492=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01501.html?BenchmarkTest01501=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01501?BenchmarkTest01501=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01568.html?BenchmarkTest01568=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01569.html?BenchmarkTest01569=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01743.html?BenchmarkTest01743=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01753.html?BenchmarkTest01753=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01754.html?BenchmarkTest01754=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01755.html?BenchmarkTest01755=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01756.html?BenchmarkTest01756=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01756?BenchmarkTest01756=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01831,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01832,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01902.html?BenchmarkTest01902=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01903.html?BenchmarkTest01903=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest01909.html?BenchmarkTest01909=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02025.html?BenchmarkTest02025=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02036.html?BenchmarkTest02036=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02037.html?BenchmarkTest02037=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02104.html?BenchmarkTest02104=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02114.html?BenchmarkTest02114=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02115.html?BenchmarkTest02115=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02116.html?BenchmarkTest02116=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02196.html?BenchmarkTest02196=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02208.html?BenchmarkTest02208=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02208?BenchmarkTest02208=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02299.html?BenchmarkTest02299=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02305.html?BenchmarkTest02305=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02306.html?BenchmarkTest02306=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02376.html?BenchmarkTest02376=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02384.html?BenchmarkTest02384=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02472.html?BenchmarkTest02472=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02472?BenchmarkTest02472=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02553.html?BenchmarkTest02553=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02553?BenchmarkTest02553=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02571.html?BenchmarkTest02571=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02571?BenchmarkTest02571=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02572.html?BenchmarkTest02572=SafeText,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-00/BenchmarkTest02572?BenchmarkTest02572=Ms+Bar&password=ZAP&username=ZAP,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/ldapi-Index.html,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
10055,CSP: script-src unsafe-inline,2,Medium (High),https://localhost:8443/benchmark/pathtraver-00/BenchmarkTest00001,GET,Content-Security-Policy,,frame-ancestors 'self'; form-action 'self'; default-src 'unsafe-inline' 'unsafe-eval' 'self'; style-src 'unsafe-inline' 'self'; style-src-elem 'self' fonts.googleapis.com; font-src 'self' fonts.gstatic.com
