File,URL,Issue,Severity
BenchmarkTest00802.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00802?BenchmarkTest00802=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00802.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00802?BenchmarkTest00802=SafeText,Allowed HTTP methods,informational
BenchmarkTest00802.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00802/%5C.b893f929120ceb64cc7b4410f5e03674%5C,Interesting response,informational
BenchmarkTest00803.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00803?BenchmarkTest00803=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00803.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00803?BenchmarkTest00803=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00803.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00803?BenchmarkTest00803=SafeText,Allowed HTTP methods,informational
BenchmarkTest00803.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00803/%5C.a41fb7669715b31f1cb2af61ab1a8b93%5C,Interesting response,informational
BenchmarkTest00804.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00804?BenchmarkTest00804=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00804.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00804?BenchmarkTest00804=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00804.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00804?BenchmarkTest00804=SafeText,Allowed HTTP methods,informational
BenchmarkTest00804.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00804/%5C.8137eec59130e81b2c2e1f760643c68b%5C,Interesting response,informational
BenchmarkTest00805.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00805?BenchmarkTest00805=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00805.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00805?BenchmarkTest00805=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00805.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00805?BenchmarkTest00805=SafeText,Allowed HTTP methods,informational
BenchmarkTest00805.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00805/%5C.84becc4efdd80061ab76c9345445fe2a%5C,Interesting response,informational
BenchmarkTest00806.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00806?BenchmarkTest00806=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00806.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00806?BenchmarkTest00806=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00806.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00806?BenchmarkTest00806=SafeText%253Cxss_3647dc3693c078f1b278b8e8aedf18d4%252F%253E,Interesting response,informational
BenchmarkTest00806.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00806?BenchmarkTest00806=SafeText,Allowed HTTP methods,informational
BenchmarkTest00806.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00806/%5C.3647dc3693c078f1b278b8e8aedf18d4%5C,Interesting response,informational
BenchmarkTest00807.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00807?BenchmarkTest00807=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00807.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00807?BenchmarkTest00807=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00807.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00807?BenchmarkTest00807=SafeText%253Cxss_289c689b4b044afb6382ec9fa0347f99%252F%253E,Interesting response,informational
BenchmarkTest00807.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00807?BenchmarkTest00807=SafeText,Allowed HTTP methods,informational
BenchmarkTest00807.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00807/%5C.289c689b4b044afb6382ec9fa0347f99%5C,Interesting response,informational
BenchmarkTest00808.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00808?BenchmarkTest00808=SafeText,Allowed HTTP methods,informational
BenchmarkTest00808.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00808/%5C.cbad9dd92e24c4de8c0dc8982824d0db%5C,Interesting response,informational
BenchmarkTest00809.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00809?BenchmarkTest00809=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00809.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00809?BenchmarkTest00809=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00809.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00809?BenchmarkTest00809=SafeText%253Cxss_6423ab1be0a49a33dbd00d84db3899e1%252F%253E,Interesting response,informational
BenchmarkTest00809.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00809?BenchmarkTest00809=SafeText,Allowed HTTP methods,informational
BenchmarkTest00809.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00809/%5C.6423ab1be0a49a33dbd00d84db3899e1%5C,Interesting response,informational
BenchmarkTest00810.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00810?BenchmarkTest00810=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00810.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00810?BenchmarkTest00810=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00810.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00810?BenchmarkTest00810=SafeText,Allowed HTTP methods,informational
BenchmarkTest00810.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00810/%5C.980069bc6c6868d03126b2be6e103d40%5C,Interesting response,informational
BenchmarkTest00811.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00811?BenchmarkTest00811=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00811.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00811?BenchmarkTest00811=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00811.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00811?BenchmarkTest00811=SafeText,Allowed HTTP methods,informational
BenchmarkTest00811.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00811/%5C.92b2ca001a91082364bbcab5e2128956%5C,Interesting response,informational
BenchmarkTest00812.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00812?BenchmarkTest00812=SafeText,Allowed HTTP methods,informational
BenchmarkTest00812.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00812/%5C.%5C,Interesting response,informational
BenchmarkTest00813.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00813?BenchmarkTest00813=SafeText,Allowed HTTP methods,informational
BenchmarkTest00813.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00813/%5C.2d562696d876eaca23769c439bbcdb0d%5C,Interesting response,informational
BenchmarkTest00814.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00814?BenchmarkTest00814=ECHOOO,Allowed HTTP methods,informational
BenchmarkTest00814.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00814/%5C.5ba58064497c7cc502d6290634e495a0%5C,Interesting response,informational
BenchmarkTest00815.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00815?BenchmarkTest00815=ECHOOO,Operating system command injection,high
BenchmarkTest00815.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00815?BenchmarkTest00815=ECHOOOhTtP://tests.arachni-scanner.com/rfi.md5.txt%00,Interesting response,informational
BenchmarkTest00815.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00815?BenchmarkTest00815=ECHOOO,Allowed HTTP methods,informational
BenchmarkTest00815.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00815/%5C.650fa84dba23872acab9ee7642ef9287%5C,Interesting response,informational
BenchmarkTest00816.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00816?BenchmarkTest00816=ECHOOO,Operating system command injection,high
BenchmarkTest00816.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00816?BenchmarkTest00816=hTtP://tests.arachni-scanner.com/rfi.md5.txt%00,Interesting response,informational
BenchmarkTest00816.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00816?BenchmarkTest00816=ECHOOO,Allowed HTTP methods,informational
BenchmarkTest00816.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00816/%5C.08d4b248b0dbb8e2cbd9bdaa83d9e01e%5C,Interesting response,informational
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248%00,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248%00,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=_arachni_trainer_ec84cd8c5d5b90e655e8823cb1650248,Private IP address disclosure,low
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817?BenchmarkTest00817=does_not_matter,Allowed HTTP methods,informational
BenchmarkTest00817.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00817/%5C.ec84cd8c5d5b90e655e8823cb1650248%5C,Interesting response,informational
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever_arachni_trainer_909e7038d0b4f8fa2414024517547041,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever_arachni_trainer_909e7038d0b4f8fa2414024517547041,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever_arachni_trainer_909e7038d0b4f8fa2414024517547041%00,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=_arachni_trainer_909e7038d0b4f8fa2414024517547041%00,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=_arachni_trainer_909e7038d0b4f8fa2414024517547041,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever_arachni_trainer_909e7038d0b4f8fa2414024517547041,Private IP address disclosure,low
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818?BenchmarkTest00818=whatever,Allowed HTTP methods,informational
BenchmarkTest00818.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00818/%5C.909e7038d0b4f8fa2414024517547041%5C,Interesting response,informational
BenchmarkTest00819.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00819?BenchmarkTest00819=whatever,Allowed HTTP methods,informational
BenchmarkTest00819.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00819/%5C.23cff1761b25909e032caf63a31e6046%5C,Interesting response,informational
BenchmarkTest00820.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00820?BenchmarkTest00820=whatever,Allowed HTTP methods,informational
BenchmarkTest00820.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00820?BenchmarkTest00820=whatever%20arachni_xss_in_tag=20128e2c25f1f7177588f098aa8a4104%20blah=,Interesting response,informational
BenchmarkTest00820.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00820/%5C.20128e2c25f1f7177588f098aa8a4104%5C,Interesting response,informational
BenchmarkTest00820.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00820?BenchmarkTest00820=whatever,Insecure cookie,informational
BenchmarkTest00821.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00821?BenchmarkTest00821=whatever%20arachni_xss_in_tag=331e970392142caf97b298459fd693fb%20blah=,Interesting response,informational
BenchmarkTest00821.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00821?BenchmarkTest00821=whatever,Allowed HTTP methods,informational
BenchmarkTest00821.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00821/%5C.331e970392142caf97b298459fd693fb%5C,Interesting response,informational
BenchmarkTest00821.xml,https://192.168.6.149:8443/benchmark/securecookie-00/BenchmarkTest00821?BenchmarkTest00821=whatever,Insecure cookie,informational
BenchmarkTest00822.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00822?BenchmarkTest00822=SafeText,Cross-Site Scripting (XSS) in script context,high
BenchmarkTest00822.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00822?BenchmarkTest00822=SafeText,Cross-Site Scripting (XSS),high
BenchmarkTest00822.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00822?BenchmarkTest00822=SafeText,Allowed HTTP methods,informational
BenchmarkTest00822.xml,https://192.168.6.149:8443/benchmark/xss-01/BenchmarkTest00822/%5C.32b95d84fc215482667f56ad6c519176%5C,Interesting response,informational
BenchmarkTest00823.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00823?BenchmarkTest00823=FOO=echo%20Injection,Allowed HTTP methods,informational
BenchmarkTest00823.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00823/%5C.d6a7e6fde572ee20efb7637b2b06571b%5C,Interesting response,informational
BenchmarkTest00824.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00824?BenchmarkTest00824=.,Operating system command injection,high
BenchmarkTest00824.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00824?BenchmarkTest00824=.,Allowed HTTP methods,informational
BenchmarkTest00824.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00824/%5C.%5C,Interesting response,informational
BenchmarkTest00825.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00825?BenchmarkTest00825=FOO=echo%20Injection,Allowed HTTP methods,informational
BenchmarkTest00825.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00825/%5C.2992aa4b167ae1bab5daad6fbee2a87b%5C,Interesting response,informational
BenchmarkTest00826.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00826?BenchmarkTest00826=ls,Allowed HTTP methods,informational
BenchmarkTest00826.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00826/%5C.f4d9a51183bcd9d248db4d4689af4d4f%5C,Interesting response,informational
BenchmarkTest00827.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00827?BenchmarkTest00827=FOO=echo%20Injection,Allowed HTTP methods,informational
BenchmarkTest00827.xml,https://192.168.6.149:8443/benchmark/cmdi-00/BenchmarkTest00827/%5C.fe4c29b38d3f907c5cd07b593db516f1%5C,Interesting response,informational
BenchmarkTest00828.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00828?BenchmarkTest00828=whatever,Allowed HTTP methods,informational
BenchmarkTest00828.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00828/%5C.ad19f4b302e7d387739e36e17db9a5d7%5C,Interesting response,informational
BenchmarkTest00829.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00829?BenchmarkTest00829=whatever,Allowed HTTP methods,informational
BenchmarkTest00829.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00829/%5C.e34ac9c3df03808e705468e16814e775%5C,Interesting response,informational
BenchmarkTest00830.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00830?BenchmarkTest00830=whatever,Allowed HTTP methods,informational
BenchmarkTest00830.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00830/%5C.8ae2bee895d473e00751d64854bad978%5C,Interesting response,informational
BenchmarkTest00831.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00831?BenchmarkTest00831=whatever,Allowed HTTP methods,informational
BenchmarkTest00831.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00831/%5C.2c83564276749a24fff2d1206ee681cf%5C,Interesting response,informational
BenchmarkTest00832.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00832?BenchmarkTest00832=whatever,Allowed HTTP methods,informational
BenchmarkTest00832.xml,https://192.168.6.149:8443/benchmark/weakrand-01/BenchmarkTest00832/%5C.f632f987b9ded17246c0172f6363df5d%5C,Interesting response,informational
BenchmarkTest00833.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00833?BenchmarkTest00833=my_user_id,Allowed HTTP methods,informational
BenchmarkTest00833.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00833/%5C.2251c095d5580a4c8caf4628a4e4a9e3%5C,Interesting response,informational
BenchmarkTest00834.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00834?BenchmarkTest00834=my_userid,Allowed HTTP methods,informational
BenchmarkTest00834.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00834/%5C.8df141b69463792551efbe00fd7a786e%5C,Interesting response,informational
BenchmarkTest00835.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00835?BenchmarkTest00835=my_userid,Allowed HTTP methods,informational
BenchmarkTest00835.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00835/%5C.2dbe62e80794366024cf7d0080f8e292%5C,Interesting response,informational
BenchmarkTest00836.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00836?BenchmarkTest00836=my_userid,Allowed HTTP methods,informational
BenchmarkTest00836.xml,https://192.168.6.149:8443/benchmark/trustbound-00/BenchmarkTest00836/%5C.fee39229bbdbf63e3fa6abed07d09814%5C,Interesting response,informational
BenchmarkTest00837.xml,"https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00837?BenchmarkTest00837=verifyUserPassword('foo','bar')%20script:;arachni_xss_in_element_event=1364f52f421daed98a19db33c57afca8//",Interesting response,informational
BenchmarkTest00837.xml,"https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00837?BenchmarkTest00837=verifyUserPassword('foo','bar')",Allowed HTTP methods,informational
BenchmarkTest00837.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00837/Arachni-1364f52f421daed98a19db33c57afca8,Interesting response,informational
BenchmarkTest00838.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00838?BenchmarkTest00838=bar,Allowed HTTP methods,informational
BenchmarkTest00838.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00838/%5C.622e78868732f2c77be8edd11d565ebb%5C,Interesting response,informational
BenchmarkTest00839.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00839?BenchmarkTest00839=bar,SQL Injection,high
BenchmarkTest00839.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00839?BenchmarkTest00839=bar'%20arachni_xss_in_tag='d58bf543281a9fa8fbf74fd38bd042e4'%20blah=',Interesting response,informational
BenchmarkTest00839.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00839?BenchmarkTest00839=bar,Allowed HTTP methods,informational
BenchmarkTest00839.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00839/%5C.d58bf543281a9fa8fbf74fd38bd042e4%5C,Interesting response,informational
BenchmarkTest00840.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00840?BenchmarkTest00840=bar,SQL Injection,high
BenchmarkTest00840.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00840?BenchmarkTest00840=bar'%20arachni_xss_in_tag='ef152cff1030ffcc4998e5b7b16d2865'%20blah=',Interesting response,informational
BenchmarkTest00840.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00840?BenchmarkTest00840=bar,Allowed HTTP methods,informational
BenchmarkTest00840.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00840/%5C.ef152cff1030ffcc4998e5b7b16d2865%5C,Interesting response,informational
BenchmarkTest00841.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00841?BenchmarkTest00841=bar,SQL Injection,high
BenchmarkTest00841.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00841?BenchmarkTest00841=bar'%20arachni_xss_in_tag='83a64b970977d3b6b4b926af94b1b0ef'%20blah=',Interesting response,informational
BenchmarkTest00841.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00841?BenchmarkTest00841=bar,Allowed HTTP methods,informational
BenchmarkTest00841.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00841/%5C.83a64b970977d3b6b4b926af94b1b0ef%5C,Interesting response,informational
BenchmarkTest00842.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00842?BenchmarkTest00842=bar,SQL Injection,high
BenchmarkTest00842.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00842?BenchmarkTest00842=bar'%20arachni_xss_in_tag='97cdf348597cade375b090667fe4f041'%20blah=',Interesting response,informational
BenchmarkTest00842.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00842?BenchmarkTest00842=bar,Allowed HTTP methods,informational
BenchmarkTest00842.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00842/%5C.97cdf348597cade375b090667fe4f041%5C,Interesting response,informational
BenchmarkTest00843.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00843?BenchmarkTest00843=bar,SQL Injection,high
BenchmarkTest00843.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00843?BenchmarkTest00843=bar,Allowed HTTP methods,informational
BenchmarkTest00843.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00843?BenchmarkTest00843=bar'%20arachni_xss_in_tag='eae1262ec41df127c7aafdc0ddf44d4e'%20blah=',Interesting response,informational
BenchmarkTest00843.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00843/%5C.%5C,Interesting response,informational
BenchmarkTest00844.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00844?BenchmarkTest00844=bar,Allowed HTTP methods,informational
BenchmarkTest00844.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00844/%5C.4d0cd6a936d322d68b33e160e25ce40a%5C,Interesting response,informational
BenchmarkTest00845.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00845?BenchmarkTest00845=bar,SQL Injection,high
BenchmarkTest00845.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00845?BenchmarkTest00845=bar'%20arachni_xss_in_tag='17fa6c56e6f19856be1b604b4d4dc8db'%20blah=',Interesting response,informational
BenchmarkTest00845.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00845?BenchmarkTest00845=bar,Allowed HTTP methods,informational
BenchmarkTest00845.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00845/%5C.17fa6c56e6f19856be1b604b4d4dc8db%5C,Interesting response,informational
BenchmarkTest00846.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00846?BenchmarkTest00846=bar,SQL Injection,high
BenchmarkTest00846.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00846?BenchmarkTest00846=bar'%20arachni_xss_in_tag='d87b5dcdfd4341c81dd52e0e0d2f258d'%20blah=',Interesting response,informational
BenchmarkTest00846.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00846?BenchmarkTest00846=bar,Allowed HTTP methods,informational
BenchmarkTest00846.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00846/%5C.d87b5dcdfd4341c81dd52e0e0d2f258d%5C,Interesting response,informational
BenchmarkTest00847.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00847?BenchmarkTest00847=bar,SQL Injection,high
BenchmarkTest00847.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00847?BenchmarkTest00847=bar'%20arachni_xss_in_tag='2e92b1d4767cefd74e954b443b6dd930'%20blah=',Interesting response,informational
BenchmarkTest00847.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00847?BenchmarkTest00847=bar,Allowed HTTP methods,informational
BenchmarkTest00847.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00847/%5C.2e92b1d4767cefd74e954b443b6dd930%5C,Interesting response,informational
BenchmarkTest00848.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00848?BenchmarkTest00848=bar,SQL Injection,high
BenchmarkTest00848.xml,https://192.168.6.149:8443/benchmark/sqli-01/BenchmarkTest00848?BenchmarkTest00848=bar'%20arachni_xss_in_tag='55f2f5816da0a6a87394cd82794a04b0'%20blah=',Interesting response,informational
